Activity ID,Contact ID,Account ID,Activity Date,Campaign Name,Channel,Activity Type,Asset Name,UTM Source,UTM Medium,UTM Campaign,Engagement Score Impact,Lead Stage at Time of Touch,Summary
17601564,32f20568,a5f973bc,2025-02-22,Gartner Report Promo,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,gartner_report_promo,13,Subscriber,Clicked Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: 2025 Buying Guide.
801d8e7e,32f20568,a5f973bc,2025-03-01,2025 Demand Gen Webinar,Website,Visited Homepage,Gartner Magic Quadrant,website,organic,2025_demand_gen_webinar,5,MQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: Gartner Magic Quadrant.
9e4551af,076d75cb,2cef0b8d,2025-03-14,AI for Marketers Guide,Event,Attended Event,,event,organic,ai_for_marketers_guide,5,Subscriber,Attended Event from campaign 'AI for Marketers Guide' via Event. Asset: .
359016d4,076d75cb,2cef0b8d,2025-01-09,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,15,Lead,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
3abaa319,12028ed4,89f875b3,2025-01-26,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,15,Subscriber,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
4e19cb8b,12028ed4,89f875b3,2025-04-14,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,13,Subscriber,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
30bf0c56,12028ed4,89f875b3,2025-03-03,2025 Demand Gen Webinar,Event,Registered Event,,event,organic,2025_demand_gen_webinar,3,Subscriber,Registered Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
9ca634ce,12028ed4,89f875b3,2025-05-05,AI for Marketers Guide,Webinar,Registered Webinar,,webinar,organic,ai_for_marketers_guide,13,SQL,Registered Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
e6365da1,5aa1ee99,ea4ba26d,2025-05-03,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,12,MQL,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
4bf40237,5aa1ee99,ea4ba26d,2025-03-02,Spring Nurture Email Series,Webinar,Registered Webinar,,webinar,organic,spring_nurture_email_series,12,Subscriber,Registered Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
2e5a4a92,5aa1ee99,ea4ba26d,2025-04-05,2025 Demand Gen Webinar,Email,Submitted Form,2025 Buying Guide,email,organic,2025_demand_gen_webinar,12,Lead,Submitted Form from campaign '2025 Demand Gen Webinar' via Email. Asset: 2025 Buying Guide.
fdd770ee,5aa1ee99,ea4ba26d,2025-03-05,Spring Nurture Email Series,Email,Opened Email,2025 Buying Guide,email,organic,spring_nurture_email_series,4,MQL,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: 2025 Buying Guide.
28580eab,30467b19,850cc279,2025-03-09,LinkedIn Sponsored Post,Website,Downloaded Guide,Demo Video,website,organic,linkedin_sponsored_post,5,Subscriber,Downloaded Guide from campaign 'LinkedIn Sponsored Post' via Website. Asset: Demo Video.
100d9211,30467b19,850cc279,2025-01-29,Spring Nurture Email Series,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,spring_nurture_email_series,14,MQL,Viewed Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: ROI Calculator.
c513697e,30467b19,850cc279,2025-03-28,Tech Conference 2025,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,tech_conference_2025,3,Lead,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: ROI Calculator.
a86fdff7,30467b19,850cc279,2025-03-17,Gartner Report Promo,Email,Clicked Email,2025 Buying Guide,email,organic,gartner_report_promo,7,Lead,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: 2025 Buying Guide.
45cdc40f,30467b19,850cc279,2025-04-20,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,10,Subscriber,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
8a678cae,d3a1e543,a139b76e,2025-03-13,LinkedIn Sponsored Post,Webinar,Registered Webinar,,webinar,organic,linkedin_sponsored_post,10,SQL,Registered Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
0b116675,b48ced62,04c11650,2025-02-16,Spring Nurture Email Series,Organic Social,Clicked LinkedIn Post,,organic_social,organic,spring_nurture_email_series,15,MQL,Clicked LinkedIn Post from campaign 'Spring Nurture Email Series' via Organic Social. Asset: .
23b0c2e4,fefd2523,414d05bb,2025-02-22,2025 Demand Gen Webinar,Website,Downloaded Guide,2025 Buying Guide,website,organic,2025_demand_gen_webinar,14,Subscriber,Downloaded Guide from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
eac0bcdf,fefd2523,414d05bb,2025-04-11,Gartner Report Promo,Event,Attended Event,,event,organic,gartner_report_promo,15,SQL,Attended Event from campaign 'Gartner Report Promo' via Event. Asset: .
c2606f6e,fefd2523,414d05bb,2025-03-03,Tech Conference 2025,Paid Ad,Viewed Ad,2025 Buying Guide,paid_ad,cpc,tech_conference_2025,4,Subscriber,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: 2025 Buying Guide.
4b15ce3d,fefd2523,414d05bb,2025-04-16,AI for Marketers Guide,Paid Ad,Viewed Ad,Gartner Magic Quadrant,paid_ad,cpc,ai_for_marketers_guide,15,Subscriber,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: Gartner Magic Quadrant.
8bd65309,fefd2523,414d05bb,2025-03-16,Gartner Report Promo,Email,Submitted Form,Demo Video,email,organic,gartner_report_promo,12,Subscriber,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
3e90b06c,3ed25b39,c51acfb5,2025-03-03,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,2025_demand_gen_webinar,9,Subscriber,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Blog: AI in RevOps.
6285939e,3ed25b39,c51acfb5,2025-01-27,2025 Demand Gen Webinar,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,2025_demand_gen_webinar,9,Lead,Clicked Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Demo Video.
71d21e3f,3ed25b39,c51acfb5,2025-02-05,Spring Nurture Email Series,Event,Attended Event,,event,organic,spring_nurture_email_series,5,Lead,Attended Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
601c3475,3ed25b39,c51acfb5,2025-03-07,Spring Nurture Email Series,Website,Visited Pricing Page,Gartner Magic Quadrant,website,organic,spring_nurture_email_series,11,Lead,Visited Pricing Page from campaign 'Spring Nurture Email Series' via Website. Asset: Gartner Magic Quadrant.
8f5364f0,1881f2dd,a2e45781,2025-03-03,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,9,SQL,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
2bef97c1,d4423b89,ce08752d,2025-04-18,Gartner Report Promo,Email,Opened Email,Gartner Magic Quadrant,email,organic,gartner_report_promo,14,Lead,Opened Email from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
42ef541b,d4423b89,ce08752d,2025-03-25,Spring Nurture Email Series,Paid Ad,Clicked Ad,Blog: AI in RevOps,paid_ad,cpc,spring_nurture_email_series,3,MQL,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Blog: AI in RevOps.
9120887c,c5328344,390fd2e4,2025-02-18,LinkedIn Sponsored Post,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,linkedin_sponsored_post,5,Subscriber,Viewed Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: Demo Video.
6665beac,c5328344,390fd2e4,2025-02-24,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,5,Subscriber,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
8a552e82,c5328344,390fd2e4,2025-03-29,Tech Conference 2025,Website,Visited Pricing Page,Demo Video,website,organic,tech_conference_2025,9,SQL,Visited Pricing Page from campaign 'Tech Conference 2025' via Website. Asset: Demo Video.
456a0f4e,c5328344,390fd2e4,2025-04-18,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,4,MQL,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
f8dbd4df,c5328344,390fd2e4,2025-03-21,2025 Demand Gen Webinar,Organic Social,Viewed Organic Video,,organic_social,organic,2025_demand_gen_webinar,5,Subscriber,Viewed Organic Video from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
06fee40a,7bf7bb01,b4d7fe27,2025-04-04,2025 Demand Gen Webinar,Organic Social,Clicked LinkedIn Post,,organic_social,organic,2025_demand_gen_webinar,7,SQL,Clicked LinkedIn Post from campaign '2025 Demand Gen Webinar' via Organic Social. Asset: .
5f4fd4e1,7bf7bb01,b4d7fe27,2025-04-19,LinkedIn Sponsored Post,Event,Attended Event,,event,organic,linkedin_sponsored_post,7,Lead,Attended Event from campaign 'LinkedIn Sponsored Post' via Event. Asset: .
e278d6f6,7bf7bb01,b4d7fe27,2025-03-22,AI for Marketers Guide,Website,Downloaded Guide,Gartner Magic Quadrant,website,organic,ai_for_marketers_guide,9,Subscriber,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: Gartner Magic Quadrant.
58bde3aa,7bf7bb01,b4d7fe27,2025-01-31,Spring Nurture Email Series,Webinar,Attended Webinar,,webinar,organic,spring_nurture_email_series,8,SQL,Attended Webinar from campaign 'Spring Nurture Email Series' via Webinar. Asset: .
6a40b7bb,7bf7bb01,b4d7fe27,2025-01-30,Gartner Report Promo,Organic Social,Viewed Organic Video,,organic_social,organic,gartner_report_promo,11,SQL,Viewed Organic Video from campaign 'Gartner Report Promo' via Organic Social. Asset: .
d3c69fd4,445ebe14,1f7170c8,2025-02-13,2025 Demand Gen Webinar,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,2025_demand_gen_webinar,15,Subscriber,Viewed Ad from campaign '2025 Demand Gen Webinar' via Paid Ad. Asset: Blog: AI in RevOps.
a5cccd14,445ebe14,1f7170c8,2025-03-02,Tech Conference 2025,Event,Attended Event,,event,organic,tech_conference_2025,4,MQL,Attended Event from campaign 'Tech Conference 2025' via Event. Asset: .
e327db25,0e6beb79,5bdaa52a,2025-04-25,Spring Nurture Email Series,Event,Registered Event,,event,organic,spring_nurture_email_series,4,MQL,Registered Event from campaign 'Spring Nurture Email Series' via Event. Asset: .
a9440d99,a0fc1a2f,765c11ea,2025-04-17,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,11,Lead,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
46582944,31b3dc02,8036786c,2025-01-14,AI for Marketers Guide,Paid Ad,Viewed Ad,ROI Calculator,paid_ad,cpc,ai_for_marketers_guide,10,Lead,Viewed Ad from campaign 'AI for Marketers Guide' via Paid Ad. Asset: ROI Calculator.
f7180dbc,31b3dc02,8036786c,2025-01-29,Tech Conference 2025,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,tech_conference_2025,7,Subscriber,Clicked Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: 2025 Buying Guide.
0f17ef0f,31b3dc02,8036786c,2025-03-05,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,7,SQL,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
ce5cfbfc,31b3dc02,8036786c,2025-04-10,2025 Demand Gen Webinar,Website,Visited Homepage,2025 Buying Guide,website,organic,2025_demand_gen_webinar,6,Lead,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
3.05E+98,e9b83c16,d615a8e1,2025-04-27,Tech Conference 2025,Paid Ad,Viewed Ad,Demo Video,paid_ad,cpc,tech_conference_2025,4,MQL,Viewed Ad from campaign 'Tech Conference 2025' via Paid Ad. Asset: Demo Video.
0d5dc320,e9b83c16,d615a8e1,2025-04-22,Gartner Report Promo,Email,Submitted Form,Gartner Magic Quadrant,email,organic,gartner_report_promo,10,SQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Gartner Magic Quadrant.
923c1f44,1f96c2a9,ca0d82dc,2025-01-26,LinkedIn Sponsored Post,Paid Ad,Clicked Ad,ROI Calculator,paid_ad,cpc,linkedin_sponsored_post,6,MQL,Clicked Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: ROI Calculator.
8b33b25f,1f96c2a9,ca0d82dc,2025-04-30,Spring Nurture Email Series,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,spring_nurture_email_series,13,Lead,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Demo Video.
cba5262b,27390ed1,d3b5de30,2025-02-14,LinkedIn Sponsored Post,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,linkedin_sponsored_post,4,MQL,Clicked Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: 2025 Buying Guide.
f941be60,c1109920,c9fc19d8,2025-02-07,Spring Nurture Email Series,Paid Ad,Clicked Ad,Demo Video,paid_ad,cpc,spring_nurture_email_series,9,Lead,Clicked Ad from campaign 'Spring Nurture Email Series' via Paid Ad. Asset: Demo Video.
dfb94d63,4c5401ff,6459acc5,2025-04-25,Tech Conference 2025,Event,Attended Event,,event,organic,tech_conference_2025,10,Lead,Attended Event from campaign 'Tech Conference 2025' via Event. Asset: .
10ad26e2,4c5401ff,6459acc5,2025-02-19,AI for Marketers Guide,Event,Registered Event,,event,organic,ai_for_marketers_guide,13,Lead,Registered Event from campaign 'AI for Marketers Guide' via Event. Asset: .
6c250552,af912743,414d05bb,2025-02-09,Spring Nurture Email Series,Email,Opened Email,Demo Video,email,organic,spring_nurture_email_series,13,MQL,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: Demo Video.
afb2c5ec,af912743,414d05bb,2025-01-20,Spring Nurture Email Series,Email,Submitted Form,Blog: AI in RevOps,email,organic,spring_nurture_email_series,13,MQL,Submitted Form from campaign 'Spring Nurture Email Series' via Email. Asset: Blog: AI in RevOps.
94685eec,c7ac15bc,d5f63c80,2025-05-02,LinkedIn Sponsored Post,Paid Ad,Clicked Ad,2025 Buying Guide,paid_ad,cpc,linkedin_sponsored_post,8,SQL,Clicked Ad from campaign 'LinkedIn Sponsored Post' via Paid Ad. Asset: 2025 Buying Guide.
e8d5a412,c7ac15bc,d5f63c80,2025-04-28,Gartner Report Promo,Email,Submitted Form,Demo Video,email,organic,gartner_report_promo,6,SQL,Submitted Form from campaign 'Gartner Report Promo' via Email. Asset: Demo Video.
05e4182b,f7cb66a7,8c1f39a6,2025-01-23,Tech Conference 2025,Email,Opened Email,2025 Buying Guide,email,organic,tech_conference_2025,5,Subscriber,Opened Email from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
fff0d629,f7cb66a7,8c1f39a6,2025-05-03,Gartner Report Promo,Paid Ad,Viewed Ad,Blog: AI in RevOps,paid_ad,cpc,gartner_report_promo,14,Lead,Viewed Ad from campaign 'Gartner Report Promo' via Paid Ad. Asset: Blog: AI in RevOps.
e4b08274,f7cb66a7,8c1f39a6,2025-03-31,LinkedIn Sponsored Post,Organic Social,Clicked LinkedIn Post,,organic_social,organic,linkedin_sponsored_post,15,MQL,Clicked LinkedIn Post from campaign 'LinkedIn Sponsored Post' via Organic Social. Asset: .
e6125777,f7cb66a7,8c1f39a6,2025-01-15,LinkedIn Sponsored Post,Email,Opened Email,Gartner Magic Quadrant,email,organic,linkedin_sponsored_post,9,MQL,Opened Email from campaign 'LinkedIn Sponsored Post' via Email. Asset: Gartner Magic Quadrant.
5b28b066,f7cb66a7,8c1f39a6,2025-01-10,Tech Conference 2025,Event,Attended Event,,event,organic,tech_conference_2025,14,Lead,Attended Event from campaign 'Tech Conference 2025' via Event. Asset: .
2af01efc,137a75fb,55248935,2025-03-10,AI for Marketers Guide,Webinar,Attended Webinar,,webinar,organic,ai_for_marketers_guide,3,MQL,Attended Webinar from campaign 'AI for Marketers Guide' via Webinar. Asset: .
c8ab7c91,137a75fb,55248935,2025-01-26,AI for Marketers Guide,Website,Downloaded Guide,ROI Calculator,website,organic,ai_for_marketers_guide,9,Lead,Downloaded Guide from campaign 'AI for Marketers Guide' via Website. Asset: ROI Calculator.
3f3ad8eb,137a75fb,55248935,2025-03-07,Spring Nurture Email Series,Email,Opened Email,ROI Calculator,email,organic,spring_nurture_email_series,14,Lead,Opened Email from campaign 'Spring Nurture Email Series' via Email. Asset: ROI Calculator.
5b083fdd,cf437e23,14da604a,2025-02-01,Tech Conference 2025,Organic Social,Viewed Organic Video,,organic_social,organic,tech_conference_2025,13,Lead,Viewed Organic Video from campaign 'Tech Conference 2025' via Organic Social. Asset: .
6d3fcd2f,cf437e23,14da604a,2025-02-16,2025 Demand Gen Webinar,Event,Registered Event,,event,organic,2025_demand_gen_webinar,13,SQL,Registered Event from campaign '2025 Demand Gen Webinar' via Event. Asset: .
dfb5bb58,cf437e23,14da604a,2025-03-27,LinkedIn Sponsored Post,Email,Submitted Form,Blog: AI in RevOps,email,organic,linkedin_sponsored_post,11,Subscriber,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: Blog: AI in RevOps.
6881deda,cf437e23,14da604a,2025-03-19,Tech Conference 2025,Website,Downloaded Guide,Demo Video,website,organic,tech_conference_2025,11,Lead,Downloaded Guide from campaign 'Tech Conference 2025' via Website. Asset: Demo Video.
8484b906,0081d8fc,c51acfb5,2025-04-04,LinkedIn Sponsored Post,Website,Visited Homepage,2025 Buying Guide,website,organic,linkedin_sponsored_post,7,Subscriber,Visited Homepage from campaign 'LinkedIn Sponsored Post' via Website. Asset: 2025 Buying Guide.
c8ae8fca,0081d8fc,c51acfb5,2025-03-06,LinkedIn Sponsored Post,Website,Visited Homepage,Blog: AI in RevOps,website,organic,linkedin_sponsored_post,9,Lead,Visited Homepage from campaign 'LinkedIn Sponsored Post' via Website. Asset: Blog: AI in RevOps.
80a495c1,8fe38d93,5713da92,2025-01-22,Tech Conference 2025,Webinar,Attended Webinar,,webinar,organic,tech_conference_2025,8,MQL,Attended Webinar from campaign 'Tech Conference 2025' via Webinar. Asset: .
7f771a28,8fe38d93,5713da92,2025-01-18,Gartner Report Promo,Email,Clicked Email,Blog: AI in RevOps,email,organic,gartner_report_promo,8,Subscriber,Clicked Email from campaign 'Gartner Report Promo' via Email. Asset: Blog: AI in RevOps.
e9013a0f,5facb4d9,2f68c51a,2025-04-08,LinkedIn Sponsored Post,Webinar,Attended Webinar,,webinar,organic,linkedin_sponsored_post,12,Subscriber,Attended Webinar from campaign 'LinkedIn Sponsored Post' via Webinar. Asset: .
df003736,933ecd23,390fd2e4,2025-03-22,Tech Conference 2025,Organic Social,Clicked LinkedIn Post,,organic_social,organic,tech_conference_2025,9,Subscriber,Clicked LinkedIn Post from campaign 'Tech Conference 2025' via Organic Social. Asset: .
4ec274db,9f6db610,542213b3,2025-03-07,LinkedIn Sponsored Post,Email,Submitted Form,2025 Buying Guide,email,organic,linkedin_sponsored_post,14,Subscriber,Submitted Form from campaign 'LinkedIn Sponsored Post' via Email. Asset: 2025 Buying Guide.
9f03120d,83c52bcc,52bb94b0,2025-02-11,2025 Demand Gen Webinar,Webinar,Attended Webinar,,webinar,organic,2025_demand_gen_webinar,12,Lead,Attended Webinar from campaign '2025 Demand Gen Webinar' via Webinar. Asset: .
843b7498,83c52bcc,52bb94b0,2025-04-09,Tech Conference 2025,Email,Submitted Form,2025 Buying Guide,email,organic,tech_conference_2025,5,MQL,Submitted Form from campaign 'Tech Conference 2025' via Email. Asset: 2025 Buying Guide.
352a377c,fefd111e,2f68c51a,2025-03-26,2025 Demand Gen Webinar,Website,Visited Homepage,2025 Buying Guide,website,organic,2025_demand_gen_webinar,12,SQL,Visited Homepage from campaign '2025 Demand Gen Webinar' via Website. Asset: 2025 Buying Guide.
